PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37089400","Smart Contract Authentication assisted GraphMap-Based HL7 FHIR architecture for interoperable e-healthcare system","Sreejith R, Senthil S.","Heliyon. 2023 Apr 3;9(4):e15180. doi: 10.1016/j.heliyon.2023.e15180. eCollection 2023 Apr.","Sreejith R","Heliyon","2023","2023/04/24","PMC10114202","","10.1016/j.heliyon.2023.e15180"
"35673025","OpenMRS Analytics Engine: A FHIR Based Approach","Kimaina A, Dick J, Sadjad B.","Stud Health Technol Inform. 2022 Jun 6;290:314-315. doi: 10.3233/SHTI220086.","Kimaina A","Stud Health Technol Inform","2022","2022/06/08","","","10.3233/SHTI220086"
"34545828","Providing ART-DECOR ValueSets via FHIR Terminology Servers - A Technical Report","Wiedekopf J, Drenkhahn C, Ulrich H, Kock-Schoppenhauer AK, Ingenerf J.","Stud Health Technol Inform. 2021 Sep 21;283:127-135. doi: 10.3233/SHTI210550.","Wiedekopf J","Stud Health Technol Inform","2021","2021/09/21","","","10.3233/SHTI210550"
"26262359","An HL7-FHIR-based Object Model for a Home-Centered Data Warehouse for Ambient Assisted Living Environments","Schwartze J, Jansen L, Schrom H, Wolf KH, Haux R, Marschollek M.","Stud Health Technol Inform. 2015;216:1060.","Schwartze J","Stud Health Technol Inform","2015","2015/08/12","","",""
"36247086","Clinical, technical, and implementation characteristics of real-world health applications using FHIR","Griffin AC, He L, Sunjaya AP, King AJ, Khan Z, Nwadiugwu M, Douthit B, Subbian V, Nguyen V, Braunstein M, Jaffe C, Schleyer T.","JAMIA Open. 2022 Oct 12;5(4):ooac077. doi: 10.1093/jamiaopen/ooac077. eCollection 2022 Dec.","Griffin AC","JAMIA Open","2022","2022/10/17","PMC9555876","","10.1093/jamiaopen/ooac077"
"37203606","Breaking Barriers for Interoperability: A Reference Implementation of CSV-FHIR Transformation Using Open-Source Tools","Alkarkoukly S, Kamal MM, Beyan O.","Stud Health Technol Inform. 2023 May 18;302:43-47. doi: 10.3233/SHTI230061.","Alkarkoukly S","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230061"
"35612097","TerminoDiff - Detecting Semantic Differences in HL7 FHIR CodeSystems","Wiedekopf J, Drenkhahn C, Rosenau L, Ulrich H, Kock-Schoppenhauer AK, Ingenerf J.","Stud Health Technol Inform. 2022 May 25;294:362-366. doi: 10.3233/SHTI220475.","Wiedekopf J","Stud Health Technol Inform","2022","2022/05/25","","","10.3233/SHTI220475"
"37203691","Implementation of Interoperable Healthcare Standards for Community Healthcare","Bae YS, Park Y, Lee SM, You H, Park Y, Lee H, Yoon HJ.","Stud Health Technol Inform. 2023 May 18;302:372-373. doi: 10.3233/SHTI230146.","Bae YS","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230146"
"36548217","Introducing HL7 FHIR Genomics Operations: a developer-friendly approach to genomics-EHR integration","Dolin RH, Heale BSE, Alterovitz G, Gupta R, Aronson J, Boxwala A, Gothi SR, Haines D, Hermann A, Hongsermeier T, Husami A, Jones J, Naeymi-Rad F, Rapchak B, Ravishankar C, Shalaby J, Terry M, Xie N, Zhang P, Chamala S.","J Am Med Inform Assoc. 2023 Feb 16;30(3):485-493. doi: 10.1093/jamia/ocac246.","Dolin RH","J Am Med Inform Assoc","2023","2022/12/22","PMC9933060","","10.1093/jamia/ocac246"
"37386994","Towards FAIR Data Standardization Using FHIR Genomics Resources Integration in Obstetrics-Gynecology Department Systems","Niţulescu A, Crişan-Vida M, Stoicu-Tivadar L.","Stud Health Technol Inform. 2023 Jun 29;305:194-197. doi: 10.3233/SHTI230460.","Niţulescu A","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230460"
"37428893","FHIR-up! Advancing knowledge from clinical data through application of standardized nursing terminologies within HL7® FHIR®","Monsen KA, Heermann L, Dunn-Lopez K.","J Am Med Inform Assoc. 2023 Oct 19;30(11):1858-1864. doi: 10.1093/jamia/ocad131.","Monsen KA","J Am Med Inform Assoc","2023","2023/07/10","PMC10586043","","10.1093/jamia/ocad131"
"30950665","Enabling artificial intelligence in high acuity medical environments","Kasparick M, Andersen B, Franke S, Rockstroh M, Golatowski F, Timmermann D, Ingenerf J, Neumuth T.","Minim Invasive Ther Allied Technol. 2019 Apr;28(2):120-126. doi: 10.1080/13645706.2019.1599957. Epub 2019 Apr 5.","Kasparick M","Minim Invasive Ther Allied Technol","2019","2019/04/06","","","10.1080/13645706.2019.1599957"
"37372847","Transforming Healthcare Analytics with FHIR: A Framework for Standardizing and Analyzing Clinical Data","Ayaz M, Pasha MF, Alahmadi TJ, Abdullah NNB, Alkahtani HK.","Healthcare (Basel). 2023 Jun 13;11(12):1729. doi: 10.3390/healthcare11121729.","Ayaz M","Healthcare (Basel)","2023","2023/06/28","PMC10298100","","10.3390/healthcare11121729"
"35799370","Design and validation of a FHIR-based EHR-driven phenotyping toolbox","Brandt PS, Pacheco JA, Adekkanattu P, Sholle ET, Abedian S, Stone DJ, Knaack DM, Xu J, Xu Z, Peng Y, Benda NC, Wang F, Luo Y, Jiang G, Pathak J, Rasmussen LV.","J Am Med Inform Assoc. 2022 Aug 16;29(9):1449-1460. doi: 10.1093/jamia/ocac063.","Brandt PS","J Am Med Inform Assoc","2022","2022/07/08","PMC9382394","","10.1093/jamia/ocac063"
"36726729","A cloud-based pipeline for analysis of FHIR and long-read data","Dunn T, Cosgun E.","Bioinform Adv. 2023 Jan 20;3(1):vbac095. doi: 10.1093/bioadv/vbac095. eCollection 2023.","Dunn T","Bioinform Adv","2023","2023/02/02","PMC9872570","","10.1093/bioadv/vbac095"
"39575797","FHIR-Based Arden Syntax Compiler for Clinical Decision Support","Weich C, Grob M, Rappelsberger A, Adlassnig KP.","Stud Health Technol Inform. 2024 Nov 22;321:145-149. doi: 10.3233/SHTI241081.","Weich C","Stud Health Technol Inform","2024","2024/11/22","","","10.3233/SHTI241081"
"34042863","Semi-Automated Approach to Populate any FHIR Server via POST Method","Rajput AM.","Stud Health Technol Inform. 2021 May 27;281:1114-1115. doi: 10.3233/SHTI210370.","Rajput AM","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210370"
"36073488","Guideline-Based Context-Sensitive Decision Modeling for Melanoma Patients","Beckmann CL, Lodde G, Livingstone E, Schadendorf D, Böckmann B.","Stud Health Technol Inform. 2022 Aug 17;296:50-57. doi: 10.3233/SHTI220803.","Beckmann CL","Stud Health Technol Inform","2022","2022/09/08","","","10.3233/SHTI220803"
"31437877","Health4Afrika - Implementing HL7 FHIR Based Interoperability","Baskaya M, Yuksel M, Erturkmen GBL, Cunningham M, Cunningham P.","Stud Health Technol Inform. 2019 Aug 21;264:20-24. doi: 10.3233/SHTI190175.","Baskaya M","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190175"
"26446013","Enabling Better Interoperability for HealthCare: Lessons in Developing a Standards Based Application Programing Interface for Electronic Medical Record Systems","Kasthurirathne SN, Mamlin B, Kumara H, Grieve G, Biondich P.","J Med Syst. 2015 Nov;39(11):182. doi: 10.1007/s10916-015-0356-6. Epub 2015 Oct 7.","Kasthurirathne SN","J Med Syst","2015","2015/10/09","","","10.1007/s10916-015-0356-6"
"35854733","Applying FHIR Genomics for Research - From Sequencing to Database","Hernandez S, Fairchild K, Pemberton M, Dahmer J, Zhang W, Palchuk MB, Topaloglu U.","AMIA Jt Summits Transl Sci Proc. 2022 May 23;2022:236-243. eCollection 2022.","Hernandez S","AMIA Jt Summits Transl Sci Proc","2022","2022/07/20","PMC9285172","",""
"35575856","Towards a FHIR-Based Data Model for Coronary Angiography Observations","Holweg F, Achenbach S, Deppenwiese N, Gaede L, Prokosch HU.","Stud Health Technol Inform. 2022 May 16;292:96-99. doi: 10.3233/SHTI220331.","Holweg F","Stud Health Technol Inform","2022","2022/05/16","","","10.3233/SHTI220331"
"34479387","New Standards for Clinical Decision Support: A Survey of The State of Implementation","Taber P, Radloff C, Del Fiol G, Staes C, Kawamoto K.","Yearb Med Inform. 2021 Aug;30(1):159-171. doi: 10.1055/s-0041-1726502. Epub 2021 Sep 3.","Taber P","Yearb Med Inform","2021","2021/09/03","PMC8416232","","10.1055/s-0041-1726502"
"28806953","A Fast Healthcare Interoperability Resources (FHIR) layer implemented over i2b2","Boussadi A, Zapletal E.","BMC Med Inform Decis Mak. 2017 Aug 14;17(1):120. doi: 10.1186/s12911-017-0513-6.","Boussadi A","BMC Med Inform Decis Mak","2017","2017/08/16","PMC5557515","","10.1186/s12911-017-0513-6"
"36085809","Accelerating Multi-site Health Informatics with Streamlined Data Infrastructure using OMOP-on-FHIR","Marteau BL, Zhu Y, Giuste F, Shi W, Carpenter A, Hilton C, Wang MD.","Annu Int Conf IEEE Eng Med Biol Soc. 2022 Jul;2022:4687-4690. doi: 10.1109/EMBC48229.2022.9871865.","Marteau BL","Annu Int Conf IEEE Eng Med Biol Soc","2022","2022/09/10","","","10.1109/EMBC48229.2022.9871865"
"38269794","Consent Management System on Patient-Generated Health Data","Randine P, Salant E, Muzny M, Pape-Haugaard L.","Stud Health Technol Inform. 2024 Jan 25;310:204-208. doi: 10.3233/SHTI230956.","Randine P","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230956"
"35641136","Using CDS Hooks to increase SMART on FHIR app utilization: a cluster-randomized trial","Morgan KL, Kukhareva PV, Warner PB, Wilkof J, Snyder M, Horton D, Madsen T, Habboushe J, Kawamoto K.","J Am Med Inform Assoc. 2022 Aug 16;29(9):1461-1470. doi: 10.1093/jamia/ocac085.","Morgan KL","J Am Med Inform Assoc","2022","2022/05/31","PMC9382378","","10.1093/jamia/ocac085"
"37697848","Pitfalls in Analyzing FHIR Data from Different University Hospitals","Löbe M, Draeger C, Strübing A, Palm J, Meineke FA, Winter A.","Stud Health Technol Inform. 2023 Sep 12;307:146-151. doi: 10.3233/SHTI230706.","Löbe M","Stud Health Technol Inform","2023","2023/09/12","","","10.3233/SHTI230706"
"37860063","Striking a match between FHIR-based patient data and FHIR-based eligibility criteria","Alper BS, Dehnbostel J, Shahin K, Ojha N, Khanna G, Tignanelli CJ.","Learn Health Syst. 2023 Apr 18;7(4):e10368. doi: 10.1002/lrh2.10368. eCollection 2023 Oct.","Alper BS","Learn Health Syst","2023","2023/10/20","PMC10582208","","10.1002/lrh2.10368"
"38447593","Real world performance of the 21st Century Cures Act population-level application programming interface","Jones JR, Gottlieb D, McMurry AJ, Atreja A, Desai PM, Dixon BE, Payne PRO, Saldanha AJ, Shankar P, Solad Y, Wilcox AB, Ali MS, Kang E, Martin AM, Sprouse E, Taylor DE, Terry M, Ignatov V, Mandl KD.","J Am Med Inform Assoc. 2024 Apr 19;31(5):1144-1150. doi: 10.1093/jamia/ocae040.","Jones JR","J Am Med Inform Assoc","2024","2024/03/06","PMC11031206","","10.1093/jamia/ocae040"
"37386969","Experience from the Development of HL7 FHIR IG for Gatekeeper Project","Gazzarata R, Chronaki C, Gallego A, Gaeta E, Fico G, Zampognaro P, Mercalli F, Giuliani F, Allocca C, Cangioli G.","Stud Health Technol Inform. 2023 Jun 29;305:106-109. doi: 10.3233/SHTI230435.","Gazzarata R","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230435"
"27577424","Converting ODM Metadata to FHIR Questionnaire Resources","Doods J, Neuhaus P, Dugas M.","Stud Health Technol Inform. 2016;228:456-60.","Doods J","Stud Health Technol Inform","2016","2016/09/01","","",""
"37387022","Evaluation of the Availability of Nursing Quality Indicators in German FHIR Implementations","Netzband S, Ott K, Auer F, Kramer F.","Stud Health Technol Inform. 2023 Jun 29;305:299-302. doi: 10.3233/SHTI230488.","Netzband S","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230488"
"26911829","SMART on FHIR: a standards-based, interoperable apps platform for electronic health records","Mandel JC, Kreda DA, Mandl KD, Kohane IS, Ramoni RB.","J Am Med Inform Assoc. 2016 Sep;23(5):899-908. doi: 10.1093/jamia/ocv189. Epub 2016 Feb 17.","Mandel JC","J Am Med Inform Assoc","2016","2016/02/26","PMC4997036","","10.1093/jamia/ocv189"
"36417986","Letter to the Editor: FHIR RDF - Why the world needs structured electronic health records","Turki H, Rasberry L, Hadj Taieb MA, Mietchen D, Ben Aouicha M, Pouris A, Bousrih Y.","J Biomed Inform. 2022 Dec;136:104253. doi: 10.1016/j.jbi.2022.104253. Epub 2022 Nov 20.","Turki H","J Biomed Inform","2022","2022/11/23","","","10.1016/j.jbi.2022.104253"
"36536405","A FHIR has been lit on gICS: facilitating the standardised exchange of informed consent in a large network of university medicine","Bialke M, Geidel L, Hampf C, Blumentritt A, Penndorf P, Schuldt R, Moser FM, Lang S, Werner P, Stäubert S, Hund H, Albashiti F, Gührer J, Prokosch HU, Bahls T, Hoffmann W.","BMC Med Inform Decis Mak. 2022 Dec 19;22(1):335. doi: 10.1186/s12911-022-02081-4.","Bialke M","BMC Med Inform Decis Mak","2022","2022/12/19","PMC9762638","","10.1186/s12911-022-02081-4"
"34511519","Cloud architecture for electronic health record systems interoperability","Gómez D, Romero J, López P, Vázquez J, Cappo C, Pinto D, Villalba C.","Technol Health Care. 2022;30(3):551-564. doi: 10.3233/THC-212806.","Gómez D","Technol Health Care","2022","2021/09/13","","","10.3233/THC-212806"
"37165363","Automated approach for quality assessment of RDF resources","Zhang S, Benis N, Cornet R.","BMC Med Inform Decis Mak. 2023 May 10;23(Suppl 1):90. doi: 10.1186/s12911-023-02182-8.","Zhang S","BMC Med Inform Decis Mak","2023","2023/05/10","PMC10170671","","10.1186/s12911-023-02182-8"
"29165280","Radiation Oncology Needs to Adopt a Comprehensive Standard for Data Transfer: The Case for HL7 FHIR","Phillips M, Halasz L.","Int J Radiat Oncol Biol Phys. 2017 Dec 1;99(5):1073-1075. doi: 10.1016/j.ijrobp.2017.08.007.","Phillips M","Int J Radiat Oncol Biol Phys","2017","2017/11/23","","","10.1016/j.ijrobp.2017.08.007"
"29474043","Achieving your FHIR share of interoperability","Hobson C.","Health Manag Technol. 2017 Apr;38(4):22.","Hobson C","Health Manag Technol","2017","2018/02/24","","",""
"35612145","Building a Comprehensive Clinical Data Repository Using FHIR, LOINC and SNOMED","Michel-Backofen A, Pellizzari T, Zohner J, Blasini R, Marquardt K.","Stud Health Technol Inform. 2022 May 25;294:563-564. doi: 10.3233/SHTI220524.","Michel-Backofen A","Stud Health Technol Inform","2022","2022/05/25","","","10.3233/SHTI220524"
"38269757","Bringing Communities Together: Mapping the Investigation-Study-Assay-Model (ISA) to Fast Healthcare Interoperability Resources (FHIR)","Klopfenstein SAI, Sass J, Vorisek CN, Jorczik F, Schmidt CO, Löbe M, Golebiewski M, Abaza H, Thun S.","Stud Health Technol Inform. 2024 Jan 25;310:18-22. doi: 10.3233/SHTI230919.","Klopfenstein SAI","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230919"
"37203661","Identifying Relevant FHIR Elements for Data Quality Assessment in the German Core Data Set","Draeger C, Tute E, Schmidt CO, Waltemath D, Boeker M, Winter A, Löbe M.","Stud Health Technol Inform. 2023 May 18;302:272-276. doi: 10.3233/SHTI230117.","Draeger C","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230117"
"29295227","A Consensus-Based Approach for Harmonizing the OHDSI Common Data Model with HL7 FHIR","Jiang G, Kiefer RC, Sharma DK, Prud'hommeaux E, Solbrig HR.","Stud Health Technol Inform. 2017;245:887-891.","Jiang G","Stud Health Technol Inform","2017","2018/01/04","PMC5939955","NIHMS961581",""
"38269998","CBL on FHIR: A FHIR-Based Platform for Health Professional Education","Braunstein M, Barry B, Steel J, Ukovich D, Grimes J, Conlan D, Jones S, Dobbins C, Hansen D.","Stud Health Technol Inform. 2024 Jan 25;310:1166-1170. doi: 10.3233/SHTI231148.","Braunstein M","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI231148"
"35612178","Using FHIR to Support COVID-19 Vaccine Safety Electronic Case Reports in America","Rizzato Lede DA, Molina HF, Bertoglia MP, Otzoy D, Benavides LA, Donis JA, Osorio VB, Aguilar C, Bustos JL, Diaz M, Revirol K, Galindo C, Mansilla J, Campos F, Kaminker D, D'agostino M, Pastor D.","Stud Health Technol Inform. 2022 May 25;294:694-698. doi: 10.3233/SHTI220558.","Rizzato Lede DA","Stud Health Technol Inform","2022","2022/05/25","","","10.3233/SHTI220558"
"37203744","Interdisciplinary Teams in Health Informatics: Using FHIR Standards to Share Computable Knowledge","Andrikopoulou E, Schreiweis B, Anywar M.","Stud Health Technol Inform. 2023 May 18;302:541-545. doi: 10.3233/SHTI230201.","Andrikopoulou E","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230201"
"33936522","StayHome: A FHIR-Native Mobile COVID-19 Symptom Tracker and Public Health Reporting Tool","Burkhardt HA, Brandt PS, Lee JR, Karras SW, Bugni PF, Cvitkovic I, Chen AY, Lober WB.","Online J Public Health Inform. 2021 Mar 21;13(1):e2. doi: 10.5210/ojphi.v13i1.11462. eCollection 2021.","Burkhardt HA","Online J Public Health Inform","2021","2021/05/03","PMC8075351","","10.5210/ojphi.v13i1.11462"
"36355401","Shared Interoperable Clinical Decision Support Service for Drug-Allergy Interaction Checks: Implementation Study","Jung S, Bae S, Seong D, Oh OH, Kim Y, Yi BK.","JMIR Med Inform. 2022 Nov 10;10(11):e40338. doi: 10.2196/40338.","Jung S","JMIR Med Inform","2022","2022/11/10","PMC9693697","","10.2196/40338"
"34524029","An HL7 FHIR and GraphQL approach for interoperability between heterogeneous Electronic Health Record systems","Mukhiya SK, Lamo Y.","Health Informatics J. 2021 Jul-Sep;27(3):14604582211043920. doi: 10.1177/14604582211043920.","Mukhiya SK","Health Informatics J","2021","2021/09/15","","","10.1177/14604582211043920"
"37387049","Representing NIH Genetic Test Registry Data in the FHIR Genomic Study Resource","Khalifa A, Freimuth RR.","Stud Health Technol Inform. 2023 Jun 29;305:398-401. doi: 10.3233/SHTI230515.","Khalifa A","Stud Health Technol Inform","2023","2023/06/30","PMC11098452","NIHMS1990785","10.3233/SHTI230515"
"34042774","From OpenEHR to FHIR and OMOP Data Model for Microbiology Findings","Rinaldi E, Thun S.","Stud Health Technol Inform. 2021 May 27;281:402-406. doi: 10.3233/SHTI210189.","Rinaldi E","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210189"
"39176497","Integrating FHIR and UMLS in an Intelligent Tutoring System","Frey N, Haffer N, Vogelsang L, Sass J, Thun S, Balzer F, Landgraf P.","Stud Health Technol Inform. 2024 Aug 22;316:1536-1537. doi: 10.3233/SHTI240708.","Frey N","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240708"
"37873390","Real World Performance of the 21st Century Cures Act Population Level Application Programming Interface","Jones JR, Gottlieb D, McMurry AJ, Atreja A, Desai PM, Dixon BE, Payne PRO, Saldanha AJ, Shankar P, Solad Y, Wilcox AB, Ali MS, Kang E, Martin AM, Sprouse E, Taylor D, Terry M, Ignatov V; SMART Cumulus Network; Mandl KD.","medRxiv [Preprint]. 2023 Oct 6:2023.10.05.23296560. doi: 10.1101/2023.10.05.23296560.","Jones JR","medRxiv","2023","2023/10/24","PMC10593080","","10.1101/2023.10.05.23296560"
"30872211","Healthcare in the Age of Interoperability: Part 3","Braunstein ML.","IEEE Pulse. 2019 Jan-Feb;10(1):26-29. doi: 10.1109/MPULS.2018.2885831.","Braunstein ML","IEEE Pulse","2019","2019/03/16","","","10.1109/MPULS.2018.2885831"
