Title,Authors,Publication Year,DOI
Quality and Traceability of Starting Materials from Supplier to Recipient,"Latorre F, Hawks CE, Bahillo E, Gil M, Colmenares B, Verma D, Sala N.",2023,10.3233/SHTI230559
Interoperable Universal Resource Identifier for Selective Disclosure of Data,"Latorre F, Hawks CE, Colmenares B, Verma D, Gil M, Sala N.",2023,10.3233/SHTI230465
HealtheDataLab - a cloud computing solution for data science and advanced analytics in healthcare with application to predicting multi-center pediatric readmissions,"Ehwerhemuepha L, Gasperino G, Bischoff N, Taraman S, Chang A, Feaster W.",2020,10.1186/s12911-020-01153-7
A hackathon as a tool to enhance research and practice on electronic health record systems' interoperability for chronic disease management and prevention,"Rigas ES, Kostomanolakis S, Kyriakoulakos N, Kounalakis D, Petrakis I, Berler A, Boumpaki A, Karanikas H, Kelepouris A, Bamidis PD, Katehakis DG.",2023,10.3389/fdgth.2023.1275711
Defining methods to improve eSource site start-up practices,"Cramer AE, King LS, Buckley MT, Casteleyn P, Ennis C, Hamidi M, Rodrigues GMC, Snyder DC, Vattikola A, Eisenstein EL.",2024,10.1016/j.conctc.2024.101391
Development of an Interoperable and Easily Transferable Clinical Decision Support System Deployment Platform: System Design and Development Study,"Yoo J, Lee J, Min JY, Choi SW, Kwon JM, Cho I, Lim C, Choi MY, Cha WC.",2022,10.2196/37928
An Approach for Dynamic Vital Parameter Monitoring - Prototype Development,"Schweitzer M, Huber L, Gorfer T, Hörbst A.",2018,
Large-Scale Standardized Image Integration for Secondary Use Research Projects,"Ulrich H, Anywar M, Kinast B, Schreiweis B.",2024,10.3233/SHTI230950
Visualization of Medical Wearable-Data Using SMART-on-FHIR - A Concept for an Interdisciplinary Complex Practical Course,"Bathelt F, Reinecke I, Sedlmayr B, Höhne S, Gierschner C, Sedlmayr M.",2022,10.3233/SHTI220908
Interoperability Standards for Data Sharing as a Basis to Fill in a Tailored EHR for Undiagnosed Rare Diseases,"Maggi N, Boaglio A, Ruggiero C, Fancellu R, Cocchiara F, Coviello D, Capanna D, Giacomini M.",2021,10.3233/SHTI210827
Patient-led data sharing for clinical bioinformatics research: USCDI and beyond,"Gordon WJ, Gottlieb D, Kreda D, Mandel JC, Mandl KD, Kohane IS.",2021,10.1093/jamia/ocab133
A Novel Playbook for Pragmatic Trial Operations to Monitor and Evaluate Ambient Artificial Intelligence in Clinical Practice,"Afshar M, Resnik F, Ryan Baumann M, Hintzke J, Sullivan AG, Shah T, Stordalen A, Oberst M, Dambach J, Mrotek LA, Quinn M, Abramson K, Kleinschmidt P, Brazelton T, Twedt H, Kunstman D, Long J, Patterson B, Liao F, Rasmussen S, Burnside E, Goswami C, Gordon J.",2025,10.1101/2024.12.27.24319685
Why implementing machine learning algorithms in the clinic is not a plug-and-play solution: a simulation study of a machine learning algorithm for acute leukaemia subtype diagnosis,"Pucher G, Rostalski T, Nensa F, Kleesiek J, Reinhardt HC, Sauer CM.",2025,10.1016/j.ebiom.2024.105526
An assessment of the European Patient Summary for clinical research: a case study in cardiology,"Laleci Erturkmen GB, Sinaci AA, Namli T, Boonstra MJ, Lekadir K, Gkontra P, Chronaki C, Facile R, Baker R, Kush R.",2024,10.3389/fmed.2024.1481551
ROAD2H: Development and evaluation of an open-source explainable artificial intelligence approach for managing co-morbidity and clinical guidelines,"Domínguez J, Prociuk D, Marović B, Čyras K, Cocarascu O, Ruiz F, Mi E, Mi E, Ramtale C, Rago A, Darzi A, Toni F, Curcin V, Delaney B.",2023,10.1002/lrh2.10391
Design of a Vaccine Passport Validation System Using Blockchain-based Architecture: Development Study,"Lee HA, Wu WC, Kung HH, Udayasankaran JG, Wei YC, Kijsanayotin B, Marcelo AB, Hsu CY.",2022,10.2196/32411
Towards a comprehensive and interoperable representation of consent-based data usage permissions in the German medical informatics initiative,"Bild R, Bialke M, Buckow K, Ganslandt T, Ihrig K, Jahns R, Merzweiler A, Roschka S, Schreiweis B, Stäubert S, Zenker S, Prasser F.",2020,10.1186/s12911-020-01138-6
Implementation of an Electronic Care Plan for People With Multiple Chronic Conditions: Final Report,"Marcial LH, Armson S, Barnes K, Puster E, Renaud J, Bagwell J, Camara D, Bobo M, Dunne MJ, Storer M, Dorr D.",2022,
Data Exchange Standards in Teleophthalmology: Current and Future Developments,"Schweitzer M, Steger B, Hoerbst A, Augustin M, Pfeifer B, Hausmann U, Baumgarten D.",2022,10.3233/SHTI220380
A Parser to Support the Definition of Access Control Policies and Rules Using Natural Languages,"Rosa M, Barraca JP, Zuquete A, Rocha NP.",2019,10.1007/s10916-019-1467-2
How to Assess FAIRness of Your Data - A Summary of Testing Two FAIR Validators,"Stellmach C, Muzoora MR.",2024,10.3233/SHTI230946
Reflections on defining a standard for computable expression of scientific knowledge: What teach us Yoda can,Alper BS.,2022,10.1002/lrh2.10312
The SIMPLE Architectural Pattern for Integrating Patient-Facing Apps into Clinical Workflows: Desiderata and Application for Lung Cancer Screening,"Balbin CA, Kawamoto K.",2024,
Facilitating Study and Item Level Browsing for Clinical and Epidemiological COVID-19 Studies,"Schmidt CO, Darms J, Shutsko A, Löbe M, Nagrani R, Seifert B, Lindstädt B, Golebiewski M, Koleva S, Bender T, Bauer CR, Sax U, Hu X, Lieser M, Junker V, Klopfenstein S, Zeleke A, Waltemath D, Pigeot I, Fluck J; NFDI4Health Task Force COVID-19.",2021,10.3233/SHTI210284
Interoperability and Considerations for Standards-Based Exchange of Medical Images: HIMSS-SIIM Collaborative White Paper,"Persons KR, Nagels J, Carr C, Mendelson DS, Primo HR, Fischer B, Doyle M.",2020,10.1007/s10278-019-00294-0
Using openEHR Archetypes for Automated Extraction of Numerical Information from Clinical Narratives,"Zubke M, Bott OJ, Marschollek M.",2019,10.3233/SHTI190820
Privacy-Preserving Search on Medical Data,"Herres B, Poschen C, Knorr K.",2024,10.3233/SHTI240392
Health Record Index: Secure Access of Cloud-Stored Healthcare Data,"Kiourtis A, Mavrogiorgou A, Vidakis K, Kyriazis D.",2020,10.3233/SHTI200534
Integrated Care in the Era of COVID-19: Turning Vision Into Reality With Digital Health,"Kouroubali A, Kondylakis H, Katehakis DG.",2021,10.3389/fdgth.2021.647938
The 21st Century Cures Act: A Competitive Apps Market and the Risk of Innovation Blocking,"Gordon WJ, Mandl KD.",2020,10.2196/24824
"Development, Implementation and Preliminary Results of an Electronic Reminder for HIV Screening Using a Service Oriented Architecture","Rubin L, López NP, Gaiera A, Campos F, Luna D, de Quirós FBG.",2019,10.3233/SHTI190326
Investigating the Interoperable Health App Ecosystem at the Start of the 21st Century Cures Act,"Reynolds TL, Kaligotla M, Zheng K.",2023,
Dynamic Creation of Patient Summaries: A CDA and IHE XDS Based Approach for Regional EHRs,"Mangesius P, Saboor S, Healy T, Schabetsberger T.",2017,
ML-Based Framework to Predict the Severity of the Symptomatology in Patients with Post-Acute COVID-19 Syndrome,"Nitulescu A, Crisan-Vida M, Tudoran C, Stoicu-Tivadar L.",2024,10.3233/SHTI241071
"Development, Implementation and Initial Results of CDSS Recommendations for Patients at Risk of Hereditary Breast Cancer","Rosa J, Tajerian M, Zin Y, Brunner M, Lopez N, Gaiera A, Butti M, Menazzi S, Chanfreau H, Luna D, Rubin L, Benitez S.",2022,10.3233/SHTI220092
OpenEHR modeling for genomics in clinical practice,"Mascia C, Uva P, Leo S, Zanetti G.",2018,10.1016/j.ijmedinf.2018.10.007
A Personalized Ontology-Based Decision Support System for Complex Chronic Patients: Retrospective Observational Study,"Román-Villarán E, Alvarez-Romero C, Martínez-García A, Escobar-Rodríguez GA, García-Lozano MJ, Barón-Franco B, Moreno-Gaviño L, Moreno-Conde J, Rivas-González JA, Parra-Calderón CL.",2022,10.2196/27990
Consumer-Centered Consent Automation in Health Information Exchange,Milosevic Z.,2024,10.3233/SHTI240904
"Linked Care: A Harmonized Workflow for Medication Ordering, Prescription and Dispensing in Mobile Care Settings","Urbauer P, Huber G, Berens T, Salzbrunn B, Frohner M, Sauermann S.",2024,10.3233/SHTI240682
Bioinformatics Architecture for Integrating Genomics Data into Electronic Health Records,"Brunner M, Butti M, Menazzi S, Chanfreau H, Tajerian M, Quiroga A, Otero P, Luna D, Benitez S.",2024,10.3233/SHTI231114
Towards interoperability in infection control: a standard data model for microbiology,"Rinaldi E, Drenkhahn C, Gebel B, Saleh K, Tönnies H, von Loewenich FD, Thoma N, Baier C, Boeker M, Hinske LC, Diaz LAP, Behnke M, Ingenerf J, Thun S.",2023,10.1038/s41597-023-02560-x
A Unified Data Architecture for Assessing Motor Symptoms in Parkinson's Disease,"Gundler C, Zhu QR, Trübe L, Dadkhah A, Gutowski T, Rosch M, Langebrake C, Nürnberg S, Baehr M, Ückert F.",2023,10.3233/SHTI230689
Embedding a State-Wide Prescription Drug Monitoring Program into the Electronic Health Record,"Hodge CM, Hellewell J, Ford I, Nielsen K, Brewster P, Henrie J.",2023,
A Secure Protocol for Managing and Sharing Personal Healthcare Data,"Kiourtis A, Mavrogiorgou A, Menesidou SA, Gouvas P, Kyriazis D.",2020,10.3233/SHTI200701
Integrating Genomics and Clinical Data for Statistical Analysis by Using GEnome MINIng (GEMINI) and Fast Healthcare Interoperability Resources (FHIR): System Design and Implementation,"Gruendner J, Wolf N, Tögel L, Haller F, Prokosch HU, Christoph J.",2020,10.2196/19879
"Barriers, Facilitators, and Potential Solutions to Advancing Interoperable Clinical Decision Support: Multi-Stakeholder Consensus Recommendations for the Opioid Use Case","Marcial LH, Blumenfeld B, Harle C, Jing X, Keller MS, Lee V, Lin Z, Dover A, Midboe AM, Al-Showk S, Bradley V, Breen J, Fadden M, Lomotan E, Marco-Ruiz L, Mohamed R, O'Connor P, Rosendale D, Solomon H, Kawamoto K.",2020,
Smart hospital: achieving interoperability and raw data collection from medical devices in clinical routine,"Martens E, Haase HU, Mastella G, Henkel A, Spinner C, Hahn F, Zou C, Fava Sanches A, Allescher J, Heid D, Strauss E, Maier MM, Lachmann M, Schmidt G, Westphal D, Haufe T, Federle D, Rueckert D, Boeker M, Becker M, Laugwitz KL, Steger A, Müller A.",2024,10.3389/fdgth.2024.1341475
An alternative model for assessing mortality risk in Stevens Johnson syndrome/toxic epidermal necrolysis using a random forests classifier: A pilot study,"Shareef O, Kwan JT, Lau S, Tahboub MA, Saeed HN.",2022,10.3389/fmed.2022.935408
Interoperable E-Health System Using Structural and Semantic Interoperability Approaches in CAREPATH,"Pournik O, Ahmad B, Lim Choi Keung SN, Peake A, Rafid S, Tong C, Laleci Erturkmen GB, Gencturk M, Akpinar AE, Arvanitis TN.",2023,10.3233/SHTI230571
Cross-Standard Health Data Harmonization using Semantics of Data Elements,"Zhang S, Cornet R, Benis N.",2024,10.1038/s41597-024-04168-1
The Creation of Intensional Medication Lists Using the NHS Dictionary of Medicines and Devices,"Jamie G, Byford R, Wimalaratna R, de Lusignan S.",2024,10.3233/SHTI241097
Design and Implementation of an ETL-Process to Transfer Wound-Related Data into a Standardized Common Data Model,"Przysucha M, Hüsers J, Liberman D, Kersten O, Schlüter A, Fraas S, Busch D, Moelleken M, Erfurt-Berge C, Dissemond J, Hübner U.",2023,10.3233/SHTI230723
[The future of hematopoietic stem cell transplantation using DX],Nishikawa A.,2024,10.11406/rinketsu.65.412
Health Informatics: Engaging Modern Healthcare Units: A Brief Overview,"Yogesh MJ, Karthikeyan J.",2022,10.3389/fpubh.2022.854688
A Proof-of-Concept IoT System for Remote Healthcare Based on Interoperability Standards,"Lemus-Zúñiga LG, Félix JM, Fides-Valero A, Benlloch-Dualde JV, Martinez-Millana A.",2022,10.3390/s22041646
A proposal for shoring up Federal Trade Commission protections for electronic health record-connected consumer apps under 21st Century Cures,"Sayeed R, Jones J, Gottlieb D, Mandel JC, Mandl KD.",2021,10.1093/jamia/ocaa227
Electronic health record in military healthcare systems: A systematic review,"Torab-Miandoab A, Basiri M, Dabbagh-Moghaddam A, Gholamhosseini L.",2025,10.1371/journal.pone.0313641
"Enhancing Data Protection via Auditable Informational Separation of Powers Between Workflow Engine Based Agents: Conceptualization, Implementation, and First Cross-Institutional Experiences","Erdfelder F, Begerau H, Meyers D, Quast KJ, Schumacher D, Brieden T, Ihle R, Ammon D, Kruse HM, Zenker S.",2023,10.3233/SHTI230126
"Beacon v2 and Beacon networks: A ""lingua franca"" for federated data discovery in biomedical genomics, and beyond","Rambla J, Baudis M, Ariosa R, Beck T, Fromont LA, Navarro A, Paloots R, Rueda M, Saunders G, Singh B, Spalding JD, Törnroos J, Vasallo C, Veal CD, Brookes AJ.",2022,10.1002/humu.24369
MoSIoT: Modeling and Simulating IoT Healthcare-Monitoring Systems for People with Disabilities,"Meliá S, Nasabeh S, Luján-Mora S, Cachero C.",2021,10.3390/ijerph18126357
Facilitating Inter-Domain Synergies in Ambient Assisted Living Environments,"Schwartze J, Schrom H, Wolf KH, Marschollek M.",2016,
AIDEx - An Open-source Platform for Real-Time Forecasting Sepsis and A Case Study on Taking ML Algorithms to Production,"Amrollahi F, Shashikumar SP, Kathiravelu P, Sharma A, Nemati S.",2020,10.1109/EMBC44109.2020.9175947
Public health reporting and outbreak response: synergies with evolving clinical standards for interoperability,"Mishra NK, Duke J, Lenert L, Karki S.",2020,10.1093/jamia/ocaa059
[The Concept of a Healthcare AI Platform],"Hatta Y, Hayashi T, Narita M.",2023,
An Electronic Health Record Approach to Understanding Drug to Drug Interactions and Associated Knowledge Gaps in Intergrated Care of Multimorbidity,"Despotou G, Arvanitis TN.",2021,10.3233/SHTI210237
Reconciliation of multiple guidelines for decision support: a case study on the multidisciplinary management of breast cancer within the DESIREE project,"Séroussi B, Guézennec G, Lamy JB, Muro N, Larburu N, Sekar BD, Prebet C, Bouaud J.",2018,
Decentralized EHRs in the Semantic Web for Better Health Data Management,"Celuchova Bosanska D, Huptych M, Lhotská L.",2022,10.3233/SHTI220975
mHealth4Afrika - Co-Designing a Standards based Solution for Use in Resource Constrained Primary Healthcare Facilities(),"Cunningham PM, Cunningham M.",2019,10.1109/EMBC.2019.8856860
Comprehensive analysis of rule formalisms to represent clinical guidelines: Selection criteria and case study on antibiotic clinical guidelines,"Iglesias N, Juarez JM, Campos M.",2020,10.1016/j.artmed.2019.101741
"An ontology-based rare disease common data model harmonising international registries, FHIR, and Phenopackets","Graefe ASL, Hübner MR, Rehburg F, Sander S, Klopfenstein SAI, Alkarkoukly S, Grönke A, Weyersberg A, Danis D, Zschüntzsch J, Nyoungui EF, Wiegand S, Kühnen P, Robinson PN, Beyan O, Thun S.",2025,10.1038/s41597-025-04558-z
"FAIR4Health: Findable, Accessible, Interoperable and Reusable data to foster Health Research","Alvarez-Romero C, Martínez-García A, Sinaci AA, Gencturk M, Méndez E, Hernández-Pérez T, Liperoti R, Angioletti C, Löbe M, Ganapathy N, Deserno TM, Almada M, Costa E, Chronaki C, Cangioli G, Cornet R, Poblador-Plou B, Carmona-Pírez J, Gimeno-Miguel A, Poncel-Falcó A, Prados-Torres A, Kovacevic T, Zaric B, Bokan D, Hromis S, Djekic Malbasa J, Rapallo Fernández C, Velázquez Fernández T, Rochat J, Gaudet-Blavignac C, Lovis C, Weber P, Quintero M, Perez-Perez MM, Ashley K, Horton L, Parra Calderón CL.",2022,10.12688/openreseurope.14349.2
Integration of Oncological Data into openEHR: A Path Towards Improved Cancer Care and Research,"Schladetzky J, Reimer N, Nicolaus H, Busch H, Schreiweis B, Kock-Schoppenhauer AK.",2024,10.3233/SHTI240655
Initial Experience of 10 Imaging Vendors with the IHE SHARAZONE: a New Multivendor Peer-to-Peer Test Service for DICOM Objects,"Nichols S, Laffin B, Parisot C.",2023,10.1007/s10278-023-00881-2
Local Data Quality Assessments on EHR-Based Real-World Data for Rare Diseases,"Tahar K, Verbuecheln R, Martin T, Graessner H, Krefting D.",2023,10.3233/SHTI230121
RD-MON - Building a Rare Disease Monitor to Enhance Awareness for Patients with Rare Diseases in Intensive Care,"Blasini R, Michel-Backofen A, Schneider H, Marquardt K.",2023,10.3233/SHTI230139
CODEX Meets RACOON - A Concept for Collaborative Documentation of Clinical and Radiological COVID-19 Data,"Schmidt M, Gebauer S, Bartholmes A, Kadioglu D, Kleesiek J, Hamm B, Vogl TJ, Penzkofer T, Bucher AM, Storf H.",2022,10.3233/SHTI220804
Using the Recommendations Inferred by a Decision Support System to Compare Breast Cancer Clinical Practice Guidelines,"Seroussi B, Prebet C, Ngo C, Teixeira L, Guézennec G, Bouaud J.",2019,
Decision Support System Based on FHIR Profiles,"Semenov I, Kopanitsa G.",2018,
Self-sovereign management scheme of personal health record with personal data store and decentralized identifier,"Kim TM, Ko T, Hwang BW, Paek HG, Lee WY.",2024,10.1016/j.csbj.2024.11.036
Handling Complexity in Decentralized Research Networks: The Data Sharing Framework Allowlist Management Application,"Schweizer ST, Hund H, Kurscheidt M, Zilske C, Böhringer JP, Fegeler C.",2024,10.3233/SHTI240841
"Considering non-hospital data in clinical informatics use cases, a review of the National Emergency Medical Services Information System (NEMSIS)",Williams N.,2022,10.1016/j.imu.2022.101129
Use of Clinical Data Interchange Standards Consortium (CDISC) Standards for Real-world Data: Expert Perspectives From a Qualitative Delphi Survey,"Facile R, Muhlbradt EE, Gong M, Li Q, Popat V, Pétavy F, Cornet R, Ruan Y, Koide D, Saito TI, Hume S, Rockhold F, Bao W, Dubman S, Jauregui Wurst B.",2022,10.2196/30363
Target Product Profile for a mobile app to read rapid diagnostic tests to strengthen infectious disease surveillance,"Kadam R, White W, Banks N, Katz Z, Dittrich S, Kelly-Cirino C.",2020,10.1371/journal.pone.0228311
Use of EHRs data for clinical research: Historical progress and current applications,"Nordo AH, Levaux HP, Becnel LB, Galvez J, Rao P, Stem K, Prakash E, Kush RD.",2019,10.1002/lrh2.10076
Application of Modular Architectures in the Medical Domain - a Scoping Review,"Bathelt F, Lorenz S, Weidner J, Sedlmayr M, Reinecke I.",2025,10.1007/s10916-025-02158-3
The genotype list string code syntax for exchanging nomenclature-level genotyping results in clinical and research data management and analysis systems,"Mack SJ, Sauter J, Robinson J, Osoegawa K, McKenzie L, Schneider J, Maiers M, Milius RP.",2023,10.1111/tan.15145
Feasibility of Electronic Health Record Integration of a SMART Application to Facilitate Patient-Provider Communication for Medication Management,"Spratt SE, Ravneberg D, Derstine B, Granger BB.",2022,10.1097/CIN.0000000000000891
Bridging language barriers in healthcare: a patient-centric mobile app for multilingual health record access and sharing,"Solomou T, Mappouras S, Kyriacou E, Constantinou I, Antoniou Z, Canciu IC, Neophytou M, Lantos Z, Schizas CN, Pattichis CS.",2025,10.3389/fdgth.2025.1542485
Digitalizing Handwritten Digits of Patients with Parkinson's Disease Utilizing Consumer Hardware and Open-Source Software,"Gundler C, Wiederhold AJ, Pötter-Nerger M.",2024,10.3233/SHTI240870
Application of novel PACS-based informatics platform to identify imaging based predictors of CDKN2A allelic status in glioblastomas,"Tillmanns N, Lost J, Tabor J, Vasandani S, Vetsa S, Marianayagam N, Yalcin K, Erson-Omay EZ, von Reppert M, Jekel L, Merkaj S, Ramakrishnan D, Avesta A, de Oliveira Santo ID, Jin L, Huttner A, Bousabarah K, Ikuta I, Lin M, Aneja S, Turowski B, Aboian M, Moliterno J.",2023,10.1038/s41598-023-48918-4
Common data model for COVID-19 datasets,"Wegner P, Jose GM, Lage-Rupprecht V, Golriz Khatami S, Zhang B, Springstubbe S, Jacobs M, Linden T, Ku C, Schultz B, Hofmann-Apitius M, Kodamullil AT; COPERIMOplus Consortium.",2022,10.1093/bioinformatics/btac651
CoCross: An ICT Platform Enabling Monitoring Recording and Fusion of Clinical Information Chest Sounds and Imaging of COVID-19 ICU Patients,"Kilintzis V, Beredimas N, Kaimakamis E, Stefanopoulos L, Chatzis E, Jahaj E, Bitzani M, Kotanidou A, Katsaggelos AK, Maglaveras N.",2022,10.3390/healthcare10020276
[Consent management and workflows for cross-sectoral patient records and teleconsultations],"Bauer J, Rohner-Rojas S, Holderried M.",2020,10.1007/s00117-020-00655-9
Outcome Measure Harmonization and Data Infrastructure for Patient-Centered Outcomes Research in Depression: Final Report,"Leavy MB, Boussios C, Phillips RL Jr, Clarke D, Sarvet B, Boxwala A, Gliklich R.",2022,10.23970/AHRQEPCWHITEPAPERDEPRESSIONFINAL
Data Integration for Future Medicine (DIFUTURE),"Prasser F, Kohlbacher O, Mansmann U, Bauer B, Kuhn KA.",2018,10.3414/ME17-02-0022
Interoperability of heterogeneous health information systems: a systematic literature review,"Torab-Miandoab A, Samad-Soltani T, Jodati A, Rezaei-Hachesu P.",2023,10.1186/s12911-023-02115-5
Current Health Data Standardization Project and Future Directions to Ensure Interoperability in Korea,"Kwon A, Lee HY, Shin SY, Yang K, Sung Y, Lee K, Byeon NS, Lim TH, Lee JH.",2024,10.4258/hir.2024.30.2.93
Health information exchange through a Device-to-Device protocol supporting lossless encoding and decoding,"Kiourtis A, Mavrogiorgou A, Kyriazis D.",2022,10.1016/j.jbi.2022.104199
Unlocking Real-World Health Data from Non-University Locations Through Effective Provision of Tools and Knowledge,"Bartos M, Nesterow I, Mulitza M, Rösler D, Irshaid S, Hoffmann K, Klengel C, Girschner C, Gruhl M, Seim A, Sedlmayr M, Weidner J, Nüßler F.",2024,10.3233/SHTI240839
Characterizing variability of electronic health record-driven phenotype definitions,"Brandt PS, Kho A, Luo Y, Pacheco JA, Walunas TL, Hakonarson H, Hripcsak G, Liu C, Shang N, Weng C, Walton N, Carrell DS, Crane PK, Larson EB, Chute CG, Kullo IJ, Carroll R, Denny J, Ramirez A, Wei WQ, Pathak J, Wiley LK, Richesson R, Starren JB, Rasmussen LV.",2023,10.1093/jamia/ocac235
Primary care perspectives on implementation of clinical trial recruitment,"Taft T, Weir C, Kramer H, Facelli JC.",2019,10.1017/cts.2019.435
[Clinical photography by smartphone in plastic surgery and protection of personal data: Development of a secured platform and application on 979 patients],"Djian J, Lellouch AG, Botter C, Levy J, Burgun A, Hivelin M, Lantieri L.",2019,10.1016/j.anplas.2018.06.005
Toward a Model for Personal Health Record Interoperability,"Roehrs A, da Costa CA, Righi RDR, Rigo SJ, Wichman MH.",2019,10.1109/JBHI.2018.2836138
Towards a Bavarian Oncology Real World Data Research Platform,"Ziegler J, Gruendner J, Rosenau L, Erpenbeck M, Prokosch HU, Deppenwiese N.",2023,10.3233/SHTI230696
"Why APIs? Anticipated value, barriers, and opportunities for standards-based application programming interfaces in healthcare: perspectives of US thought leaders","Gordon WJ, Rudin RS.",2022,10.1093/jamiaopen/ooac023
"Next-Generation Sequencing and the Clinical Oncology Workflow: Data Challenges, Proposed Solutions, and a Call to Action","Conway JR, Warner JL, Rubinstein WS, Miller RS.",2019,10.1200/PO.19.00232
Measuring the impact of anonymization on real-world consolidated health datasets engineered for secondary research use: Experiments in the context of MODELHealth project,"Pitoglou S, Filntisi A, Anastasiou A, Matsopoulos GK, Koutsouris D.",2022,10.3389/fdgth.2022.841853
Integrated electronic health record tools to access real-world data in oncology research,"Casagni M, Llewellyn N, Kokolus M, Chan M, Dingwell R, Chow S, Campbell N, Elrahi C, Piantadosi S, Quina A.",2024,10.1093/jamiaopen/ooae144
Development of a SNOMED CT Mapping Process and Tool at a Data Integration Centre - Lessons Learned,"Riedel A, Deppenwiese N, Thiele L, Prokosch HU, Herzog A.",2024,10.3233/SHTI240852
[The Medical Informatics Initiative at a glance-establishing a health research data infrastructure in Germany],"Semler SC, Boeker M, Eils R, Krefting D, Loeffler M, Bussmann J, Wissing F, Prokosch HU.",2024,10.1007/s00103-024-03887-5
Evaluating automated electronic case report form data entry from electronic health records,"Cheng AC, Banasiewicz MK, Johnson JD, Sulieman L, Kennedy N, Delacqua F, Lewis AA, Joly MM, Bistran-Hall AJ, Collins S, Self WH, Shotwell MS, Lindsell CJ, Harris PA.",2022,10.1017/cts.2022.514
Leveraging Artificial Intelligence to Improve Chronic Disease Care: Methods and Application to Pharmacotherapy Decision Support for Type-2 Diabetes Mellitus,"Tarumi S, Takeuchi W, Chalkidis G, Rodriguez-Loya S, Kuwata J, Flynn M, Turner KM, Sakaguchi FH, Weir C, Kramer H, Shields DE, Warner PB, Kukhareva P, Ban H, Kawamoto K.",2021,10.1055/s-0041-1728757
Open Ecosystem Through Secure Plug and Play Interoperability: An Overview,Fischer C.,2025,10.1177/19322968241310253
A pipeline for harmonising NHS Scotland laboratory data to enable national-level analyses,"Gao C, Mumtaz S, McCall S, O'Sullivan K, McGilchrist M, Morales DR, Hall C, Wilde K, Mayor C, Linksted P, Harrison K, Cole C, Jefferson E.",2025,10.1016/j.jbi.2024.104771
Standard Information Models for Representing Adverse Sensitivity Information in Clinical Documents,"Topaz M, Seger DL, Goss F, Lai K, Slight SP, Lau JJ, Nandigam H, Zhou L.",2016,10.3414/ME15-01-0081
PheNominal: an EHR-integrated web application for structured deep phenotyping at the point of care,"Havrilla JM, Singaravelu A, Driscoll DM, Minkovsky L, Helbig I, Medne L, Wang K, Krantz I, Desai BR.",2022,10.1186/s12911-022-01927-1
QL(4)MDR: a GraphQL query language for ISO 11179-based metadata repositories,"Ulrich H, Kern J, Tas D, Kock-Schoppenhauer AK, Ückert F, Ingenerf J, Lablans M.",2019,10.1186/s12911-019-0794-z
"Igniting Harmonized Digital Clinical Quality Measurement through Terminology, CQL, and FHIR","McClure RC, Macumber CL, Skapik JL, Smith AM.",2020,10.1055/s-0039-3402755
#consented - A semantic consent code to facilitate consistent documentation and implementation of consent in collaborative medical research,"Bialke M, Hampf C, Blumentritt A, Moser FM, Lang S, Stehn A, Sargsyan E, Hoffmann W, Kraus M.",2024,10.1016/j.ijmedinf.2024.105545
From data strategy to implementation to advance cancer research and cancer care: A French comprehensive cancer center experience,"Heudel P, Crochet H, Durand T, Zrounba P, Blay JY.",2023,10.1371/journal.pdig.0000415
From randomised controlled trials to real-world data: Clinical evidence to guide management of diabetic macular oedema,"Gabrielle PH, Mehta H, Barthelmes D, Daien V, Nguyen V, Gillies MC, Creuzot-Garcher CP.",2023,10.1016/j.preteyeres.2023.101219
Strengthening the Surveillance of Antimicrobial Resistance in India Using Integrative Technologies,"Kaur J, Kaur J, Dhama AS, Jindal S, Walia K, Singh H.",2022,10.3389/fpubh.2022.861888
Secondary use of patient data within decentralized studies using the example of rare diseases in Germany: A data scientist's exploration of process and lessons learned,"Zoch M, Gierschner C, Andreeff AK, Henke E, Sedlmayr M, Müller G, Tippmann J, Hebestreit H, Choukair D, Hoffmann GF, Fritz-Kebede F, Toepfner N, Berner R, Biergans S, Verbücheln R, Schaaf J, Fleck J, Wirth FN, Schepers J, Prasser F.",2024,10.1177/20552076241265219
From Raw Data to FAIR Data: The FAIRification Workflow for Health Research,"Sinaci AA, Núñez-Benjumea FJ, Gencturk M, Jauer ML, Deserno T, Chronaki C, Cangioli G, Cavero-Barca C, Rodríguez-Pérez JM, Pérez-Pérez MM, Laleci Erturkmen GB, Hernández-Pérez T, Méndez-Rodríguez E, Parra-Calderón CL.",2020,10.1055/s-0040-1713684
Implementation of a patient-facing genomic test report in the electronic health record using a web-application interface,"Williams MS, Kern MS, Lerch VR, Billet J, Williams JL, Moore GJ.",2018,10.1186/s12911-018-0614-x
Improving eSource Site Start-Up Practices,"Cramer AE, King LS, Buckley MT, Casteleyn P, Ennis C, Hamidi M, Rodrigues GMC, Snyder DC, Vattikola A, Eisenstein EL.",2024,10.21203/rs.3.rs-4414917/v1
Targeting repetitive laboratory testing with electronic health records-embedded predictive decision support: A pre-implementation study,"Rabbani N, Ma SP, Li RC, Winget M, Weber S, Boosi S, Pham TD, Svec D, Shieh L, Chen JH.",2023,10.1016/j.clinbiochem.2023.01.002
"Person-based design and evaluation of MIA, a digital medical interview assistant for radiology","Denecke K, Reichenpfader D, Willi D, Kennel K, Bonel H, Nairz K, Cihoric N, Papaux D, von Tengg-Kobligk H.",2024,10.3389/frai.2024.1431156
