"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link"
"Latorre F.; Hawks C.E.; Colmenares B.; Verma D.; Gil M.; Sala N.","Latorre, Fernando (58477602400); Hawks, Claudia E. (57188881102); Colmenares, Bruno (58477640600); Verma, Deepika (57210705968); Gil, Marisa (58477796900); Sala, Nuria (58477755300)","58477602400; 57188881102; 58477640600; 57210705968; 58477796900; 58477755300","Interoperable Universal Resource Identifier for Selective Disclosure of Data","2023","10.3233/SHTI230465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164231289&doi=10.3233%2fSHTI230465&partnerID=40&md5=4876cb5aed136e18e219bddc885c8d85"
"Alzoubi A.A.; Shammas S.; Alzoubi H.M.","Alzoubi, Ali A. (57200420255); Shammas, Shamaa (58964921900); Alzoubi, Haitham M. (57195353015)","57200420255; 58964921900; 57195353015","Investigating E-Supply Chain Challenges in The Internet of Medical Things (IoMT)","2024","10.1007/978-3-031-55221-2_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189171399&doi=10.1007%2f978-3-031-55221-2_24&partnerID=40&md5=73c0c505cb68a29ad3bca17c04a4746b"
"Kohler S.; Boscá D.; Kärcher F.; Haarbrandt B.; Prinz M.; Marschollek M.; Eils R.","Kohler, Severin (57420042300); Boscá, Diego (16174111600); Kärcher, Florian (58510340700); Haarbrandt, Birger (56002551600); Prinz, Manuel (59569120100); Marschollek, Michael (22734965900); Eils, Roland (7003976942)","57420042300; 16174111600; 58510340700; 56002551600; 59569120100; 22734965900; 7003976942","Eos and OMOCL: Towards a seamless integration of openEHR records into the OMOP Common Data Model","2023","10.1016/j.jbi.2023.104437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165990379&doi=10.1016%2fj.jbi.2023.104437&partnerID=40&md5=7597e0ec8ccb432f4b5a05fae3632ac0"
"Sommer K.K.; Amr A.; Bavendiek U.; Beierle F.; Brunecker P.; Dathe H.; Eils J.; Ertl M.; Fette G.; Gietzelt M.; Heidecker B.; Hellenkamp K.; Heuschmann P.; Hoos J.D.E.; Kesztyüs T.; Kerwagen F.; Kindermann A.; Krefting D.; Landmesser U.; Marschollek M.; Meder B.; Merzweiler A.; Prasser F.; Pryss R.; Richter J.; Schneider P.; Störk S.; Dieterich C.","Sommer, Kim K. (57208243704); Amr, Ali (55785850700); Bavendiek, Udo (6603181145); Beierle, Felix (56556766400); Brunecker, Peter (6506928537); Dathe, Henning (6602364514); Eils, Jürgen (6507720090); Ertl, Maximilian (55599512900); Fette, Georg (13105452300); Gietzelt, Matthias (24831498100); Heidecker, Bettina (16238890800); Hellenkamp, Kristian (36470226800); Heuschmann, Peter (6701753715); Hoos, Jennifer D. E. (57716826900); Kesztyüs, Tibor (56021582900); Kerwagen, Fabian (57195362739); Kindermann, Aljoscha (57210890193); Krefting, Dagmar (23004694400); Landmesser, Ulf (6602879397); Marschollek, Michael (22734965900); Meder, Benjamin (6602409026); Merzweiler, Angela (7801327466); Prasser, Fabian (55295824400); Pryss, Rüdiger (36142027900); Richter, Jendrik (57217249261); Schneider, Philipp (57716569300); Störk, Stefan (6603842450); Dieterich, Christoph (7004115873)","57208243704; 55785850700; 6603181145; 56556766400; 6506928537; 6602364514; 6507720090; 55599512900; 13105452300; 24831498100; 16238890800; 36470226800; 6701753715; 57716826900; 56021582900; 57195362739; 57210890193; 23004694400; 6602879397; 22734965900; 6602409026; 7801327466; 55295824400; 36142027900; 57217249261; 57716569300; 6603842450; 7004115873","Structured, Harmonized, and Interoperable Integration of Clinical Routine Data to Compute Heart Failure Risk Scores","2022","10.3390/life12050749","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130865127&doi=10.3390%2flife12050749&partnerID=40&md5=88000900a2674b61f5174d43f704c47b"
"Wulff A.; Baier C.; Ballout S.; Tute E.; Sommer K.K.; Kaase M.; Sargeant A.; Drenkhahn C.; Fehling P.; Rey S.; Suhr M.; Eichel V.M.; Mutters N.T.; Heeg K.; Gastmeier P.; Behnke M.; Diaz L.A.P.; Thun S.; Eils R.; Mellmann A.; Tönnies H.; Zacher B.; Eckmanns T.; Sztyler T.; Malone B.; Merzweiler A.; Dugas M.; Storck M.; Wunderlich M.; von Landesberger T.; Gebel B.; Klingen T.; Glöckner S.; Schlüter D.; Marschollek M.; Scheithauer S.","Wulff, Antje (57201981959); Baier, Claas (57195530356); Ballout, Sarah (57208243490); Tute, Erik (56107495100); Sommer, Kim Katrin (57208243704); Kaase, Martin (24173112600); Sargeant, Anneka (57208870851); Drenkhahn, Cora (57210795019); Fehling, Patrick (57202080917); Rey, Sabine (23475090000); Suhr, Markus (57210809413); Eichel, Vanessa M. (57209984074); Mutters, Nico T. (49361696500); Heeg, Klaus (55540203900); Gastmeier, Petra (7004794566); Behnke, Michael (9275205900); Diaz, Luis Alberto Peña (57191972361); Thun, Sylvia (26535208000); Eils, Roland (7003976942); Mellmann, Alexander (8729275100); Tönnies, Hauke (57214796036); Zacher, Benedikt (36090549400); Eckmanns, Tim (6602143805); Sztyler, Timo (55454471800); Malone, Brandon (35146513900); Merzweiler, Angela (7801327466); Dugas, Martin (55550317000); Storck, Michael (56427743100); Wunderlich, Marcel (57194782214); von Landesberger, Tatiana (26532002100); Gebel, Benjamin (57219850154); Klingen, Thorsten (56383004400); Glöckner, Stephan (57195413550); Schlüter, Dirk (7006035291); Marschollek, Michael (22734965900); Scheithauer, Simone (8767370800)","57201981959; 57195530356; 57208243490; 56107495100; 57208243704; 24173112600; 57208870851; 57210795019; 57202080917; 23475090000; 57210809413; 57209984074; 49361696500; 55540203900; 7004794566; 9275205900; 57191972361; 26535208000; 7003976942; 8729275100; 57214796036; 36090549400; 6602143805; 55454471800; 35146513900; 7801327466; 55550317000; 56427743100; 57194782214; 26532002100; 57219850154; 56383004400; 57195413550; 7006035291; 22734965900; 8767370800","Transformation of microbiology data into a standardised data representation using OpenEHR","2021","10.1038/s41598-021-89796-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106030674&doi=10.1038%2fs41598-021-89796-y&partnerID=40&md5=39ac2098ee4146733996f4ce541fd367"
"Ingram D.","Ingram, David (58784287900)","58784287900","Health care in the information society","2023","10.11647/OBP.0335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180769443&doi=10.11647%2fOBP.0335&partnerID=40&md5=d7d63405036266dd3326b192a3898047"
"Li M.; Cai H.; Zhi Y.; Fu Z.; Duan H.; Lu X.","Li, Mengyang (57210809597); Cai, Hailing (57210795626); Zhi, Yunlong (57217718582); Fu, Zehai (57449955600); Duan, Huilong (7102630467); Lu, Xudong (55687460600)","57210809597; 57210795626; 57217718582; 57449955600; 7102630467; 55687460600","A configurable method for clinical quality measurement through electronic health records based on openEHR and CQL","2022","10.1186/s12911-022-01763-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124500874&doi=10.1186%2fs12911-022-01763-3&partnerID=40&md5=8d73fb6a5499bf70e757c655ece16e2a"
"Rosenau L.; Ingenerf J.","Rosenau, Lorenz (57670055400); Ingenerf, Josef (6603276740)","57670055400; 6603276740","Structured Queries to AQL: Querying OpenEHR Data Leveraging a FHIR-Based Infrastructure for Federated Feasibility Queries","2024","10.3233/SHTI230922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183577844&doi=10.3233%2fSHTI230922&partnerID=40&md5=93562a88dff13527251af9d78153029f"
"Santos R.L.; Cruz-Correia R.","Santos, Ricardo L. (58264568200); Cruz-Correia, Ricardo (8849507000)","58264568200; 8849507000","Improving Healthcare Quality with a LHS: From Patient-Generated Health Data to Evidence-Based Recommendations","2024","10.3233/SHTI240387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202002694&doi=10.3233%2fSHTI240387&partnerID=40&md5=e5c2a498bbfa588d6526a0d0cde83c17"
"Wulff A.; Biermann P.; Von Landesberger T.; Baumgartl T.; Schmidt C.; Alhaji A.Y.; Schick K.; Waldstein P.; Zhu Y.; Krefting D.; Scheithauer S.; Marschollek M.","Wulff, Antje (57201981959); Biermann, Pascal (57730885200); Von Landesberger, Tatiana (26532002100); Baumgartl, Tom (57220955653); Schmidt, Christoph (57213225563); Alhaji, Alan Yussef (57731186500); Schick, Kristina (57730970300); Waldstein, Paul (57731186600); Zhu, Yufei (57731013400); Krefting, Dagmar (23004694400); Scheithauer, Simone (8767370800); Marschollek, Michael (22734965900)","57201981959; 57730885200; 26532002100; 57220955653; 57213225563; 57731186500; 57730970300; 57731186600; 57731013400; 23004694400; 8767370800; 22734965900","Tracing COVID-19 Infection Chains Within Healthcare Institutions-Another Brick in the Wall Against SARS-CoV-2","2022","10.3233/SHTI220168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131503992&doi=10.3233%2fSHTI220168&partnerID=40&md5=c144aea203c536ee09995d6b54877cd9"
"Oliveira D.; Ferreira D.; Abreu N.; Leuschner P.; Abelha A.; Machado J.","Oliveira, Daniela (57212500652); Ferreira, Diana (55759511521); Abreu, Nuno (57201582091); Leuschner, Pedro (35364756800); Abelha, António (6506287527); Machado, José (57943272100)","57212500652; 55759511521; 57201582091; 35364756800; 6506287527; 57943272100","Prediction of COVID-19 diagnosis based on openEHR artefacts","2022","10.1038/s41598-022-15968-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134570861&doi=10.1038%2fs41598-022-15968-z&partnerID=40&md5=7441a4e9b14a5a3237614f75f8dee800"
"Cunha J.; Duarte R.; Guimaraes T.; Santos M.F.","Cunha, Joao (57188750944); Duarte, Ricardo (57451978000); Guimaraes, Tiago (56028519600); Santos, Manuel Filipe (57203612534)","57188750944; 57451978000; 56028519600; 57203612534","OpenEHR and Business Intelligence in healthcare: An overview","2023","10.1016/j.procs.2023.03.118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164463889&doi=10.1016%2fj.procs.2023.03.118&partnerID=40&md5=fa35e1da28b03680c4064141a91bf8bf"
"Anywar M.; Macedo M.; Pazmino S.; Bronsch T.; Kinast B.; Kock-Schoppenhauer A.-K.; Schreiweis B.","Anywar, Michael (57878931400); Macedo, Mário (59297751200); Pazmino, Santiago (57951764200); Bronsch, Tobias (56820110500); Kinast, Benjamin (57231500800); Kock-Schoppenhauer, Ann-Kristin (57194129811); Schreiweis, Björn (55562120100)","57878931400; 59297751200; 57951764200; 56820110500; 57231500800; 57194129811; 55562120100","Challenges and Lessons Learned in Mapping HL7 v2 Data to openEHR: Insights from UKSH Medical Data Integration Center","2024","10.3233/SHTI240658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201998057&doi=10.3233%2fSHTI240658&partnerID=40&md5=ba703d79221b46bd2a2a390051469980"
"Cunha J.; Duarte R.; Guimarães T.; Santos M.F.","Cunha, João (57188750944); Duarte, Ricardo (57451978000); Guimarães, Tiago (56028519600); Santos, Manuel Filipe (57203612534)","57188750944; 57451978000; 56028519600; 57203612534","Permissioned Blockchain Approach using Open Data in Healthcare","2022","10.1016/j.procs.2022.10.144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144823527&doi=10.1016%2fj.procs.2022.10.144&partnerID=40&md5=72ceb08a27a4921e52b22368c37dd3cb"
"Silva I.; Ferreira D.; Peixoto H.; Machado J.","Silva, Ines (57205744635); Ferreira, Diana (55759511521); Peixoto, Hugo (35422730400); Machado, Jose (57943272100)","57205744635; 55759511521; 35422730400; 57943272100","A Data Acquisition and Consolidation System based on openEHR applied to Physical Medicine and Rehabilitation","2023","10.1016/j.procs.2023.03.113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164453711&doi=10.1016%2fj.procs.2023.03.113&partnerID=40&md5=05a9e82d67ef672349732c517afce7de"
"Pohjonen H.","Pohjonen, Hanna (57512533500)","57512533500","Norway, Sweden, and Finland as forerunners in open ecosystems and openEHR","2022","10.1016/B978-0-12-823413-6.00011-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130916088&doi=10.1016%2fB978-0-12-823413-6.00011-2&partnerID=40&md5=be67cdfbf51e903d5b446ebc9006d457"
"Kryszyn J.; Smolik W.T.; Wanta D.; Midura M.; Wróblewski P.","Kryszyn, Jacek (55513326400); Smolik, Waldemar T. (56631851000); Wanta, Damian (57193004790); Midura, Mateusz (57281060600); Wróblewski, Przemysław (50263716700)","55513326400; 56631851000; 57193004790; 57281060600; 50263716700","Comparison of OpenEHR and HL7 FHIR Standards","2023","10.24425/ijet.2023.144330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152599252&doi=10.24425%2fijet.2023.144330&partnerID=40&md5=f6ea53bc3dcb02a154936ff4e7e61e15"
"Frade S.; Beale T.; Cruz-Correia R.J.","Frade, Samuel (55948708500); Beale, Thomas (23988550900); Cruz-Correia, Ricardo J. (8849507000)","55948708500; 23988550900; 8849507000","OpenEHR Implementation Guide: Towards Standard Low-Code Healthcare Systems","2022","10.3233/SHTI220030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131478757&doi=10.3233%2fSHTI220030&partnerID=40&md5=92d0c71f475ac9475fe1701cf65bd902"
"Soni K.; Sachdeva S.; Minj A.","Soni, Kanika (57484903400); Sachdeva, Shelly (35956861000); Minj, Anupama (59124331300)","57484903400; 35956861000; 59124331300","Querying Healthcare Data in Knowledge-Based Systems","2024","10.1007/978-3-031-58502-9_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192931095&doi=10.1007%2f978-3-031-58502-9_4&partnerID=40&md5=b6b9a7228924e930e592e7f8a81941f5"
"Leslie H.","Leslie, Heather (36818513600)","36818513600","Modelling clinical knowledge","2022","10.1016/B978-0-12-823413-6.00016-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130874631&doi=10.1016%2fB978-0-12-823413-6.00016-1&partnerID=40&md5=f49d765931887670b72b4369c6c09b35"
"Sen P.S.; Mukherjee N.","Sen, Poly Sil (56896323800); Mukherjee, Nandini (57200710285)","56896323800; 57200710285","Ontology-Based Data Modeling for NoSQL Databases: A Case Study in e-Healthcare Application","2023","10.1007/s42979-022-01405-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139849942&doi=10.1007%2fs42979-022-01405-5&partnerID=40&md5=5e1247d97b5beecde0e62647fc1785f0"
"Tute E.; Scheffner I.; Marschollek M.","Tute, Erik (56107495100); Scheffner, Irina (23971903000); Marschollek, Michael (22734965900)","56107495100; 23971903000; 22734965900","A method for interoperable knowledge-based data quality assessment","2021","10.1186/s12911-021-01458-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102369290&doi=10.1186%2fs12911-021-01458-1&partnerID=40&md5=d04f7d1ebb6673a5d35d4b498d1ec09c"
"Ferreira D.; Neto C.; Hak F.; Abelha A.; Santos M.; Machado J.","Ferreira, Diana (55759511521); Neto, Cristiana (57200210762); Hak, Francini (57216954006); Abelha, António (6506287527); Santos, Manuel (57203612534); Machado, José (57943272100)","55759511521; 57200210762; 57216954006; 6506287527; 57203612534; 57943272100","Standardizing Corneal Transplantation Records Using openEHR: Case Study","2024","10.2196/48407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000278913&doi=10.2196%2f48407&partnerID=40&md5=9c7e0006888f4b29f6abf45693d53c4d"
"Abedian S.; Hanke S.; Hussein R.","Abedian, Somayeh (59534606400); Hanke, Sten (56246089700); Hussein, Rada (57532920800)","59534606400; 56246089700; 57532920800","Corrigendum to “Application of the openEHR reference model for PGHD: A case study on the DH-Convener initiative” [Int. J. Med. Inf. 193 (2025) 105686] (International Journal of Medical Informatics (2025) 193, (S1386505624003496), (10.1016/j.ijmedinf.2024.105686))","2025","10.1016/j.ijmedinf.2024.105750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211200626&doi=10.1016%2fj.ijmedinf.2024.105750&partnerID=40&md5=feef4c5df313451abffb69e751db72bb"
"Cunha J.; Duarte R.; Lopes J.; Guimarães T.; Santos M.","Cunha, João (57188750944); Duarte, Ricardo (57451978000); Lopes, João (58388984300); Guimarães, Tiago (56028519600); Santos, Manuel (57203612534)","57188750944; 57451978000; 58388984300; 56028519600; 57203612534","Transforming Healthcare Data: How OpenEHR is Revolutionizing AI-Driven Business Analytics","2024","10.1016/j.procs.2024.11.170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214972794&doi=10.1016%2fj.procs.2024.11.170&partnerID=40&md5=ffb04464b6e5267155aa000eaf7c310c"
"Meredith J.; Whitehead N.; Dacey M.","Meredith, John (35792309600); Whitehead, Nik (57217245449); Dacey, Michael (36980269700)","35792309600; 57217245449; 36980269700","Aligning Semantic Interoperability Frameworks with the FOXS Stack for FAIR Health Data","2022","10.1055/a-1993-8036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144849029&doi=10.1055%2fa-1993-8036&partnerID=40&md5=9a465a907263b1577c2eb1c4e7d855a7"
"Ingram D.","Ingram, David (58784287900)","58784287900","Health care in the information society","2023","10.11647/OBP.0384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180752304&doi=10.11647%2fOBP.0384&partnerID=40&md5=18b7c58cdd1043d4418243bdaa65cba9"
"Scheuermann K.; Hufeland P.; Haarbrandt B.; Hanss S.; Joseph M.; Kohler S.; Krefting D.; Richter J.; Tute E.; Wolf K.-H.; Marschollek M.","Scheuermann, Kristina (59297725400); Hufeland, Philip (59297846400); Haarbrandt, Birger (56002551600); Hanss, Sabine (35483935000); Joseph, Mareike (58572159600); Kohler, Severin (57420042300); Krefting, Dagmar (23004694400); Richter, Jendrik (57217249261); Tute, Erik (56107495100); Wolf, Klaus-Hendrik (34977939900); Marschollek, Michael (22734965900)","59297725400; 59297846400; 56002551600; 35483935000; 58572159600; 57420042300; 23004694400; 57217249261; 56107495100; 34977939900; 22734965900","An Open Information Model-Based Repository for Sustainable Re-Use of Heterogeneous Pandemics Research Data","2024","10.3233/SHTI240808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202003647&doi=10.3233%2fSHTI240808&partnerID=40&md5=5743ff862c711b9beb18a1c53ca9398b"
"Pereira J.D.; Brito M.A.; Machado R.J.","Pereira, José D. (57199358554); Brito, Miguel A. (35931882600); Machado, Ricardo J. (7101977854)","57199358554; 35931882600; 7101977854","DEVELOPMENT OF AN INTEROPERABILITY PLATFORM FOR INFORMATION SYSTEMS IN THE EHEALTH DOMAIN, FOR THE PORTUGUESE HEALTH SYSTEM","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181765270&partnerID=40&md5=c4724ee21f8616b902dc3ea1e3f78f9e"
